         20514661 function calls (20358712 primitive calls) in 4.648 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      850    0.000    0.000    0.000    0.000 colors.py:216(_is_nth_color)
      412    0.000    0.000    0.001    0.000 colors.py:221(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:2278(LightSource)
      438    0.000    0.000    0.001    0.000 colors.py:268(to_rgba)
      169    0.000    0.000    0.001    0.000 colors.py:310(_to_rgba_no_colorcycle)
      448    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
       51    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
       55    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       32    0.000    0.000    0.001    0.000 colors.py:409(to_rgba_array)
       32    0.000    0.000    0.000    0.000 colors.py:497(<setcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:548(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:61(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:665(Colormap)
      170    0.000    0.000    0.000    0.000 colors.py:677(__init__)
      170    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
        1    0.000    0.000    0.000    0.000 colors.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:83(<dictcomp>)
      170    0.000    0.000    0.000    0.000 colors.py:953(copy)
        1    0.000    0.000    0.000    0.000 colors.py:958(LinearSegmentedColormap)
      130    0.000    0.000    0.000    0.000 colors.py:967(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
        1    0.000    0.000    0.001    0.001 comments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 comments.py:1077(CommentedOrderedMap)
        1    0.000    0.000    0.000    0.000 comments.py:1081(CommentedSet)
        1    0.000    0.000    0.000    0.000 comments.py:1128(TaggedScalar)
        1    0.000    0.000    0.000    0.000 comments.py:197(NotNone)
        1    0.000    0.000    0.000    0.000 comments.py:201(Format)
        1    0.000    0.000    0.000    0.000 comments.py:227(LineCol)
        1    0.000    0.000    0.000    0.000 comments.py:270(CommentedBase)
        1    0.000    0.000    0.000    0.000 comments.py:459(CommentedSeq)
        1    0.000    0.000    0.000    0.000 comments.py:47(IDX)
        1    0.000    0.000    0.000    0.000 comments.py:49(__init__)
       12    0.000    0.000    0.000    0.000 comments.py:52(__call__)
        1    0.000    0.000    0.000    0.000 comments.py:583(CommentedKeySeq)
        1    0.000    0.000    0.000    0.000 comments.py:635(CommentedMapView)
        1    0.000    0.000    0.000    0.000 comments.py:646(CommentedMapKeysView)
        1    0.000    0.000    0.000    0.000 comments.py:663(CommentedMapItemsView)
        1    0.000    0.000    0.000    0.000 comments.py:684(CommentedMapValuesView)
        1    0.000    0.000    0.000    0.000 comments.py:698(CommentedMap)
        1    0.000    0.000    0.000    0.000 comments.py:85(Comment)
        1    0.000    0.000    0.000    0.000 comments.py:999(CommentedKeyMap)
        3    0.000    0.000    0.010    0.003 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 common.py:25(DTDForbidden)
        1    0.000    0.000    0.000    0.000 common.py:39(EntitiesForbidden)
   600000    0.304    0.000    0.363    0.000 common.py:4(merge_updates)
        1    0.000    0.000    0.000    0.000 common.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 common.py:56(ExternalReferenceForbidden)
        1    0.000    0.000    0.000    0.000 common.py:71(NotSupportedError)
        1    0.000    0.000    0.009    0.009 common.py:8(pyparsing_common)
        1    0.000    0.000    0.000    0.000 common.py:88(_generate_etree_functions)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:113(Nprint)
        2    0.000    0.000    0.000    0.000 compat.py:114(__init__)
        1    0.000    0.000    0.000    0.000 compat.py:186(MutableSliceableSequence)
        1    0.000    0.000    0.000    0.000 compat.py:33(ordereddict)
        1    0.000    0.000    0.000    0.000 compat.py:63(with_metaclass)
        1    0.000    0.000    0.000    0.000 composer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 composer.py:25(ComposerError)
        1    0.000    0.000    0.000    0.000 composer.py:29(Composer)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.002    0.002 constructor.py:1(<module>)
       38    0.000    0.000    0.000    0.000 constructor.py:316(add_constructor)
        5    0.000    0.000    0.000    0.000 constructor.py:326(add_multi_constructor)
       24    0.000    0.000    0.000    0.000 constructor.py:332(add_default_constructor)
        1    0.000    0.000    0.000    0.000 constructor.py:343(SafeConstructor)
        1    0.000    0.000    0.000    0.000 constructor.py:45(ConstructorError)
        1    0.000    0.000    0.000    0.000 constructor.py:49(DuplicateKeyFutureWarning)
        1    0.000    0.000    0.000    0.000 constructor.py:53(DuplicateKeyError)
        1    0.000    0.000    0.000    0.000 constructor.py:57(BaseConstructor)
        1    0.000    0.000    0.000    0.000 constructor.py:657(Constructor)
        1    0.000    0.000    0.000    0.000 constructor.py:923(RoundTripConstructor)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:109(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.003    0.003 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:283(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:295(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:302(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:306(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:310(ForkServerContext)
        1    0.000    0.000    0.004    0.004 context.py:70(RLock)
       33    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
       33    0.000    0.000    0.001    0.000 contextlib.py:130(__enter__)
       33    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       21    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       33    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.061    0.061 contour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1481(QuadContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:29(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:716(ContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:72(ContourLabeler)
        1    0.000    0.000    0.303    0.303 controller.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controller.py:13(GameOfLifeController)
        1    0.000    0.000    0.000    0.000 controller.py:16(__init__)
        1    0.000    0.000    0.864    0.864 controller.py:22(pre_run)
   600000    0.845    0.000    2.363    0.000 controller.py:25(get_state_update)
        1    0.000    0.000    0.000    0.000 controller.py:6(process_variant_string)
        1    0.000    0.000    0.000    0.000 controller.py:8(<listcomp>)
        1    0.000    0.000    0.000    0.000 controller.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 coordinate_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coordinate_utils.py:22(<listcomp>)
        2    0.001    0.000    0.001    0.000 coordinate_utils.py:25(get_points_in_box)
        2    0.000    0.000    0.000    0.000 coordinate_utils.py:45(<listcomp>)
        1    0.000    0.000    0.000    0.000 coordinate_utils.py:5(get_points_in_cube)
 120010/2    0.053    0.000    0.105    0.053 copy.py:128(deepcopy)
   100004    0.003    0.000    0.003    0.000 copy.py:182(_deepcopy_atomic)
  20006/2    0.018    0.000    0.105    0.053 copy.py:227(_deepcopy_dict)
    20006    0.004    0.000    0.005    0.000 copy.py:243(_keep_alive)
      461    0.001    0.000    0.001    0.000 copy.py:259(_reconstruct)
      461    0.001    0.000    0.002    0.000 copy.py:66(copy)
      461    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
       16    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        3    0.000    0.000    0.021    0.007 core.py:1(<module>)
       22    0.000    0.000    0.000    0.000 core.py:1013(reset_cache)
        1    0.000    0.000    0.000    0.000 core.py:1086(enable_packrat)
        1    0.000    0.000    0.000    0.000 core.py:110(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
       12    0.000    0.000    0.003    0.000 core.py:1135(parse_string)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:116(__diag__)
        1    0.000    0.000    0.000    0.000 core.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:129(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:130(<listcomp>)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        1    0.000    0.000    0.000    0.000 core.py:138(Diagnostics)
       66    0.000    0.000    0.001    0.000 core.py:1417(__add__)
        7    0.000    0.000    0.000    0.000 core.py:1453(__radd__)
        1    0.000    0.000    0.000    0.000 core.py:148(MAError)
        4    0.000    0.000    0.000    0.000 core.py:1486(__mul__)
        9    0.000    0.000    0.000    0.000 core.py:1518(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 core.py:1546(makeOptionalList)
        1    0.000    0.000    0.000    0.000 core.py:156(MaskError)
       16    0.000    0.000    0.000    0.000 core.py:1569(__or__)
        3    0.000    0.000    0.000    0.000 core.py:1595(__xor__)
        3    0.000    0.000    0.000    0.000 core.py:1635(__invert__)
       11    0.000    0.000    0.000    0.000 core.py:1705(__call__)
        3    0.000    0.000    0.000    0.000 core.py:1725(suppress)
      171    0.000    0.000    0.000    0.000 core.py:1742(leave_whitespace)
      137    0.000    0.000    0.000    0.000 core.py:1753(set_whitespace_chars)
  215/117    0.000    0.000    0.001    0.000 core.py:1878(default_name)
       51    0.000    0.000    0.000    0.000 core.py:1890(set_name)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
  271/171    0.000    0.000    0.001    0.000 core.py:1908(name)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
   134/34    0.000    0.000    0.000    0.000 core.py:1913(__str__)
       85    0.000    0.000    0.000    0.000 core.py:1919(streamline)
       34    0.000    0.000    0.000    0.000 core.py:1924(recurse)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:197(_should_enable_warnings)
      139    0.000    0.000    0.000    0.000 core.py:1973(__eq__)
        1    0.000    0.000    0.000    0.000 core.py:198(update_user_library)
      156    0.000    0.000    0.000    0.000 core.py:1982(__hash__)
        2    0.000    0.000    0.008    0.004 core.py:206(read_style_directory)
        1    0.000    0.000    0.000    0.000 core.py:217(update_nested_dict)
        1    0.000    0.000    0.000    0.000 core.py:2299(_PendingSkip)
        1    0.000    0.000    0.000    0.000 core.py:2340(Token)
       92    0.000    0.000    0.000    0.000 core.py:2345(__init__)
        5    0.000    0.000    0.000    0.000 core.py:2348(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:2352(NoMatch)
        1    0.000    0.000    0.000    0.000 core.py:2367(Literal)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
      169    0.000    0.000    0.000    0.000 core.py:2383(__new__)
      127    0.000    0.000    0.000    0.000 core.py:2396(__getnewargs__)
       42    0.000    0.000    0.000    0.000 core.py:2399(__init__)
       51    0.000    0.000    0.000    0.000 core.py:2409(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:2420(Empty)
        3    0.000    0.000    0.000    0.000 core.py:2425(__init__)
        3    0.000    0.000    0.000    0.000 core.py:2430(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:2437(_SingleCharLiteral)
       54    0.000    0.000    0.000    0.000 core.py:2438(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:2447(Keyword)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2562(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 core.py:2589(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 core.py:2589(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2614(CloseMatch)
        1    0.000    0.000    0.000    0.000 core.py:264(<listcomp>)
