         20514661 function calls (20358712 primitive calls) in 4.648 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 sysconfig.py:227(_get_preferred_schemes)
        2    0.000    0.000    0.000    0.000 sysconfig.py:247(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:257(get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:389(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:402(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 sysconfig.py:473(_init_posix)
        1    0.000    0.000    0.000    0.000 sysconfig.py:555(get_paths)
        1    0.000    0.000    0.000    0.000 sysconfig.py:567(get_path)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:575(get_config_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:64(_getuserbase)
        1    0.000    0.000    0.001    0.001 sysconfig.py:659(get_config_var)
        2    0.000    0.000    0.000    0.000 sysconfig.py:73(joinuser)
        1    0.000    0.000    0.002    0.002 table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
        1    0.000    0.000    0.000    0.000 tag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tag.py:18(Tag)
        3    0.000    0.000    0.000    0.000 tag.py:23(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:677(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:821(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 testing.py:17(pyparsing_test)
        1    0.000    0.000    0.000    0.000 testing.py:22(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.051    0.051 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1370(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1444(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1615(Annotation)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        1    0.000    0.000    0.003    0.003 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:293(TextPath)
       13    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
       13    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
      170    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
      183    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1129(name)
        2    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1198(daemon)
        2    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        2    0.000    0.000    0.000    0.000 threading.py:1430(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        3    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
        2    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:288(wait)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        3    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:553(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:589(wait)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:782(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        2    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        9    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:916(start)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.003    0.003 ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1030(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1046(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1093(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1109(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1305(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1458(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1568(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:159(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1658(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1687(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1732(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1752(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1833(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:187(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:1915(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:1962(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:198(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2240(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2438(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2592(AsinhLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:262(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:270(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2704(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2852(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2872(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:304(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:332(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:355(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:375(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:815(LogFormatter)
        2    0.000    0.000    0.000    0.000 timestamp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timestamp.py:14(TimeStamp)
        1    0.000    0.000    0.000    0.000 timestamp.py:28(Timestamp)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokens.py:11(Token)
        1    0.000    0.000    0.000    0.000 tokens.py:195(DirectiveToken)
        1    0.000    0.000    0.000    0.000 tokens.py:205(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:210(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:215(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:226(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:231(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:236(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:241(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:246(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:251(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:256(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:261(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:266(KeyToken)
        1    0.000    0.000    0.000    0.000 tokens.py:274(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:279(BlockEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:284(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:289(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:298(AnchorToken)
        1    0.000    0.000    0.000    0.000 tokens.py:307(TagToken)
        1    0.000    0.000    0.000    0.000 tokens.py:316(ScalarToken)
        1    0.000    0.000    0.000    0.000 tokens.py:329(CommentToken)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.002    0.002 traceback.py:216(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        2    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
       36    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
       17    0.000    0.000    0.000    0.000 traceback.py:298(__len__)
       38    0.000    0.000    0.002    0.000 traceback.py:301(line)
        3    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.002    0.002 traceback.py:338(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.002    0.002 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1077(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1153(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1276(Transform)
       37    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
      222    0.000    0.000    0.000    0.000 transforms.py:1329(<genexpr>)
      222    0.000    0.000    0.000    0.000 transforms.py:1335(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1685(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1884(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:211(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2159(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2271(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2338(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2445(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2525(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2568(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2607(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2627(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2663(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2689(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2719(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2790(TransformedPatchPath)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
        1    0.000    0.000    0.000    0.000 transforms.py:677(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:158(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:529(_vander_dispatcher)
        1    0.000    0.000    0.000    0.000 twodim_base.py:534(vander)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        2    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
      710    0.000    0.000    0.000    0.000 types.py:176(__get__)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
        2    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
      351    0.001    0.000    0.005    0.000 typing.py:1016(__init__)
     1862    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      894    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  530/429    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
    45/12    0.000    0.000    0.001    0.000 typing.py:1046(__getitem__)
      102    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
       66    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
       96    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
       33    0.000    0.000    0.000    0.000 typing.py:1083(copy_with)
        9    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       54    0.000    0.000    0.001    0.000 typing.py:1138(__getitem__)
      126    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       83    0.000    0.000    0.001    0.000 typing.py:1147(copy_with)
       29    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       35    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
       29    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
       93    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       29    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
       77    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:1239(copy_with)
      342    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
  222/192    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
      191    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
     2099    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
      234    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
      144    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
       31    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
       63    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       15    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       48    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       23    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
     1386    0.000    0.000    0.003    0.000 typing.py:137(_type_convert)
     1232    0.002    0.000    0.005    0.000 typing.py:146(_type_check)
        7    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
      421    0.000    0.000    0.000    0.000 typing.py:1737(cast)
      489    0.000    0.000    0.000    0.000 typing.py:1902(get_origin)
       20    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        1    0.000    0.000    0.000    0.000 typing.py:2047(final)
      202    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
      286    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       85    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       16    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
       16    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
       16    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
       16    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
       16    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
       16    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        6    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
      175    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
      128    0.000    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
       47    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        2    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        2    0.000    0.000    0.000    0.000 typing.py:302(decorator)
  745/664    0.001    0.000    0.010    0.000 typing.py:306(inner)
        4    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:366(__init__)
       41    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
       21    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
  149/128    0.000    0.000    0.004    0.000 typing.py:401(__getitem__)
       47    0.000    0.000    0.001    0.000 typing.py:407(__getitem__)
      128    0.000    0.000    0.004    0.000 typing.py:483(Union)
      576    0.000    0.000    0.001    0.000 typing.py:515(<genexpr>)
       21    0.000    0.000    0.001    0.000 typing.py:523(Optional)
       47    0.000    0.000    0.001    0.000 typing.py:532(Literal)
      711    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
      569    0.000    0.000    0.002    0.000 typing.py:664(__init__)
     3392    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
       19    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       28    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:741(__repr__)
       28    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       30    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
     3030    0.001    0.000    0.001    0.000 typing.py:935(_is_dunder)
      351    0.000    0.000    0.001    0.000 typing.py:947(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
     3030    0.001    0.000    0.002    0.000 typing.py:986(__setattr__)
        1    0.000    0.000    0.002    0.002 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1385(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1393(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1399(TypeVar)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:142(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1492(ParamSpec)
      625    0.000    0.000    0.000    0.000 typing_extensions.py:151(_should_collect_from_parameters)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:178(_AnyMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:189(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1910(_SpecialForm)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1913(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:207(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2204(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2205(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2209(_UnpackAlias)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2217(_is_unpack)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2254(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2517(deprecated)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:2559(__init__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:2576(__call__)
       38    0.000    0.000    0.000    0.000 typing_extensions.py:2655(_check_generic)
      158    0.000    0.000    0.001    0.000 typing_extensions.py:2731(_collect_type_vars)
       83    0.000    0.000    0.000    0.000 typing_extensions.py:2756(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2825(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2965(Buffer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3029(NewType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3101(TypeAliasType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3215(is_protocol)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3260(Doc)
       13    0.000    0.000    0.000    0.000 typing_extensions.py:448(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:502(_ProtocolMeta)
       13    0.000    0.000    0.000    0.000 typing_extensions.py:509(__new__)
       13    0.000    0.000    0.000    0.000 typing_extensions.py:525(__init__)
       13    0.000    0.000    0.000    0.000 typing_extensions.py:588(__eq__)
       81    0.000    0.000    0.000    0.000 typing_extensions.py:599(__hash__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:627(Protocol)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:633(__init_subclass__)
       25    0.000    0.000    0.000    0.000 typing_extensions.py:638(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:652(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:713(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:722(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:731(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:740(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:749(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:757(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:768(SupportsRound)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:780(_ensure_subclassable)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:781(inner)
      489    0.000    0.000    0.000    0.000 typing_extensions.py:819(_get_typeddict_qualifiers)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:840(_TypedDictMeta)
       67    0.001    0.000    0.005    0.000 typing_extensions.py:841(__new__)
      134    0.000    0.000    0.000    0.000 typing_extensions.py:854(<genexpr>)
       67    0.000    0.000    0.003    0.000 typing_extensions.py:873(<dictcomp>)
       65    0.000    0.000    0.000    0.000 typing_extensions.py:957(<lambda>)
        1    0.000    0.000    0.000    0.000 typings.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tz_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz_util.py:24(FixedOffset)
        1    0.000    0.000    0.000    0.000 tz_util.py:32(__init__)
        1    0.000    0.000    0.000    0.000 tz_util.py:42(utcoffset)
        2    0.000    0.000    0.000    0.000 tz_util.py:48(dst)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:121(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 unicode.py:133(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 unicode.py:139(Latin1)
     10/3    0.000    0.000    0.000    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.000    0.000 unicode.py:146(LatinA)
        1    0.000    0.000    0.000    0.000 unicode.py:152(LatinB)
        1    0.000    0.000    0.000    0.000 unicode.py:158(Greek)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:198(Cyrillic)
        1    0.000    0.000    0.000    0.000 unicode.py:211(Chinese)
        1    0.000    0.000    0.000    0.000 unicode.py:234(Japanese)
        1    0.000    0.000    0.000    0.000 unicode.py:237(Kanji)
        1    0.000    0.000    0.000    0.000 unicode.py:244(Hiragana)
        1    0.000    0.000    0.000    0.000 unicode.py:256(Katakana)
        1    0.000    0.000    0.000    0.000 unicode.py:280(Hangul)
        1    0.000    0.000    0.000    0.000 unicode.py:302(CJK)
        1    0.000    0.000    0.000    0.000 unicode.py:305(Thai)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 unicode.py:312(Arabic)
        1    0.000    0.000    0.000    0.000 unicode.py:320(Hebrew)
        1    0.000    0.000    0.000    0.000 unicode.py:334(Devanagari)
        2    0.000    0.000    0.000    0.000 unicode.py:55(_chars_for_ranges)
        2    0.000    0.000    0.000    0.000 unicode.py:63(<listcomp>)
        1    0.000    0.000    0.000    0.000 unicode.py:70(alphas)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 unicode.py:80(alphanums)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 units.py:161(Registry)
        1    0.000    0.000    0.000    0.000 units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 units.py:72(AxisInfo)
        3    0.000    0.000    0.001    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:101(_FifoCache)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
       78    0.000    0.000    0.000    0.000 util.py:110(get)
       78    0.000    0.000    0.000    0.000 util.py:113(set_)
